date,阿里巴巴,腾讯,拼多多,京东,贵州茅台,招商银行,中国神华,黄金ETF,可口可乐,Coke Consolidated
2025-09-15,158.04,643.5,127.39,33.62,1491.14,41.21,36.904,7.931,65.7,121.27
2025-09-16,162.21,645.0,129.06,34.71,1476.02,40.74,37.064,8.032,65.73,117.3
2025-09-17,166.17,661.5,134.86,35.24,1469.04,40.75,37.564,7.964,66.53,118.03
2025-09-18,162.48,642.0,132.96,35.38,1444.0,39.82,36.824,7.862,65.95,111.41
2025-09-19,162.81,642.5,129.47,35.1,1444.01,39.99,37.364,7.898,65.92,112.72
2025-09-22,164.25,641.0,128.57,33.93,1429.39,39.91,36.344,8.048,65.7,114.47
2025-09-23,163.08,635.5,128.52,32.94,1423.46,40.54,36.284,8.143,66.2,114.21
2025-09-24,176.44,648.5,130.96,34.83,1418.04,40.31,36.124,8.19,65.94,113.89
2025-09-25,175.47,650.0,131.01,35.17,1415.04,39.81,35.784,8.146,65.47,113.43
2025-09-26,171.91,644.0,129.99,34.5,1411.04,39.79,35.844,8.16,65.16,114.89
2025-09-29,179.9,660.0,130.67,35.64,1436.9,39.67,36.104,8.259,65.53,115.84
2025-09-30,178.73,663.0,132.17,34.98,1420.03,39.4,36.104,8.339,65.81,116.66
2025-10-01,182.78,,134.4,36.17,,,,,66.27,118.47
2025-10-02,189.34,676.5,135.24,35.98,,,36.644,,65.59,118.8
2025-10-03,188.03,673.5,134.25,35.4,,,36.924,,66.14,120.15
2025-10-06,187.22,677.5,134.33,35.91,,,36.784,,65.59,118.29
2025-10-07,181.33,,133.48,34.89,,,,,66.28,119.32
2025-10-08,181.12,675.0,133.77,34.98,,,36.724,,65.61,119.43
2025-10-09,173.68,675.5,131.25,33.97,1412.82,39.32,37.744,8.729,65.86,122.7
2025-10-10,159.01,651.5,124.27,31.85,1406.04,39.17,38.464,8.602,66.53,123.98
2025-10-13,166.81,639.0,127.55,33.25,1395.24,39.1,38.304,8.859,66.29,124.23
2025-10-14,162.86,621.0,127.1,32.71,1427.06,40.25,38.244,8.976,67.0,126.2
2025-10-15,165.91,627.0,127.58,33.14,1438.04,40.49,38.724,9.187,66.57,126.37
2025-10-16,165.09,620.0,127.35,32.74,1460.95,40.92,39.884,9.244,67.08,130.09
2025-10-17,167.05,608.0,128.48,33.07,1431.04,40.58,39.064,9.568,67.93,131.18
2025-10-20,173.47,627.5,131.56,33.76,1433.97,40.41,40.124,9.268,67.93,132.14
2025-10-21,166.67,630.5,130.71,32.83,1438.3,40.97,40.024,9.49,70.71,132.32
2025-10-22,165.86,623.5,130.06,32.46,1434.74,40.94,39.644,9.101,70.3,128.72
2025-10-23,171.9,633.0,133.29,33.18,1444.02,41.23,40.084,8.994,69.43,127.21
2025-10-24,174.7,637.5,133.96,33.19,1426.04,40.94,40.104,8.95,69.2,127.41
2025-10-27,179.45,656.0,137.76,34.2,1416.45,40.58,40.804,8.914,69.55,127.92
2025-10-28,176.72,645.0,138.03,34.53,1421.04,40.59,40.784,8.597,69.65,127.88
2025-10-29,179.97,,138.08,34.36,1407.94,39.76,,8.692,67.84,127.72
2025-10-30,173.93,651.0,136.01,33.37,1402.78,40.19,41.74,8.704,68.47,132.24
2025-10-31,170.43,629.0,134.87,33.04,1406.05,39.88,40.46,8.794,68.39,130.13
2025-11-03,167.69,628.0,134.68,32.78,1411.04,40.78,41.44,8.797,67.46,130.72
2025-11-04,164.3,629.0,133.84,31.82,1405.04,42.0,41.26,8.737,68.15,133.34
2025-11-05,164.82,629.0,136.34,32.04,1396.12,41.79,41.5,8.706,68.0,134.49
2025-11-06,167.61,644.0,136.74,31.95,1411.17,41.33,42.6,8.755,68.55,135.36
2025-11-07,166.34,634.0,135.78,31.79,1409.37,41.5,42.8,8.793,70.04,137.53
2025-11-10,165.89,649.5,138.13,31.41,1438.34,41.71,43.46,8.936,70.01,145.23
2025-11-11,160.8,650.0,137.11,31.61,1435.03,41.95,42.8,9.062,71.1,152.03
2025-11-12,157.91,657.0,136.04,31.25,1441.19,41.92,43.74,9.029,71.0,155.58
2025-11-13,159.84,656.0,134.47,30.71,1446.42,42.2,42.58,9.175,70.56,161.22
2025-11-14,153.8,641.0,130.95,29.31,1432.64,42.24,41.64,9.096,70.65,159.29
2025-11-17,157.71,636.5,129.04,29.54,1447.04,41.64,41.74,8.882,70.17,159.4
2025-11-18,159.72,623.5,119.58,29.45,1452.04,41.87,40.44,8.777,70.71,161.28
2025-11-19,158.89,622.5,118.02,28.875,1447.05,42.21,41.0,8.954,70.6,163.41
2025-11-20,153.28,621.0,112.93,28.39,1443.15,42.22,40.42,8.903,70.7,163.13
2025-11-21,152.93,610.0,113.24,28.93,1442.64,41.99,39.56,8.828,72.44,161.26
2025-11-24,160.73,624.5,113.49,29.06,1428.04,41.62,40.12,8.857,72.08,161.5
2025-11-25,157.01,625.0,114.0,29.14,1420.69,42.24,40.08,9.01,72.1,162.09
2025-11-26,157.6,619.5,115.8,29.42,1425.19,42.24,39.74,9.011,72.37,163.66
2025-11-28,157.3,611.5,116.08,29.83,1426.54,41.94,39.82,9.067,72.61,162.7
2025-12-01,164.26,619.5,118.27,29.89,1424.04,42.43,40.06,9.161,71.95,161.89
2025-12-02,161.13,617.0,118.9,30.05,1412.07,42.37,40.58,9.112,70.67,162.29
2025-12-03,158.08,611.0,117.2,29.87,1405.14,42.0,40.64,9.096,70.81,164.13
2025-12-04,157.44,612.0,116.82,29.74,1400.02,42.21,40.64,9.064,70.45,165.46
2025-12-05,158.32,610.0,117.62,29.9,1406.05,42.44,40.7,9.136,70.0,167.83
2025-12-08,158.13,605.0,117.62,29.92,1394.26,42.17,39.52,9.11,70.25,164.26
2025-12-09,155.96,602.5,117.14,29.7,1377.05,42.03,39.02,9.046,70.09,162.98
2025-12-10,158.82,603.0,115.28,29.61,1378.84,40.69,38.86,9.095,70.21,162.08
2025-12-11,156.9,601.5,111.97,29.54,1388.03,40.67,38.88,9.11,69.11,160.71
2025-12-12,155.68,616.0,111.96,29.44,1396.69,40.73,38.82,9.227,70.52,165.53
2025-12-15,150.09,603.0,110.4,28.85,1402.04,40.79,38.54,9.351,70.97,165.68
2025-12-16,149.29,596.5,109.02,28.85,1398.04,40.69,38.44,9.24,70.37,162.72
2025-12-17,147.09,605.0,105.0,28.6,1409.14,40.51,38.46,9.31,70.67,163.36
2025-12-18,147.32,605.0,105.79,28.8,1407.04,41.36,39.34,9.318,70.36,165.77
2025-12-19,149.79,614.0,109.51,28.82,1410.0,40.98,39.68,9.313,70.06,165.93
2025-12-22,150.96,614.5,111.91,29.09,1408.26,40.76,39.44,9.511,70.21,164.64
2025-12-23,151.23,602.0,112.06,29.08,1407.86,40.9,39.26,9.639,69.87,163.21
2025-12-24,150.06,603.0,113.44,29.17,1400.9,40.82,38.86,9.642,70.11,161.79
2025-12-26,152.24,,115.01,29.4,1414.13,40.69,,9.65,69.87,160.38
2025-12-29,148.49,596.5,114.15,29.27,1402.0,40.86,38.74,9.563,70.16,154.37
2025-12-30,147.36,600.0,113.83,28.71,1389.72,41.27,39.1,9.363,70.07,154.41
2025-12-31,146.58,599.0,113.39,28.7,1377.18,41.09,38.8,9.301,69.91,153.05
2026-01-02,155.74,623.0,115.75,29.53,,,39.66,,69.12,149.59
2026-01-05,156.26,624.5,119.12,29.65,1426.0,41.34,38.9,9.495,67.94,148.85
2026-01-06,150.9,632.5,122.66,29.6,1428.01,41.72,39.74,9.577,67.84,145.325
2026-01-07,146.75,624.5,120.97,29.03,1423.36,41.14,39.9,9.518,67.54,146.74
2026-01-08,154.47,616.0,121.6,29.67,1412.3,40.57,40.92,9.511,69.37,149.63
2026-01-09,150.96,611.0,120.55,29.45,1419.1,40.29,41.06,9.592,70.51,150.1
2026-01-12,166.31,623.0,118.73,30.73,1423.23,40.11,41.06,9.777,70.5,149.93
2026-01-13,167.01,627.5,112.32,29.88,1411.0,40.12,41.46,9.793,71.24,151.72
2026-01-14,169.9,633.0,107.85,29.83,1398.01,39.06,41.58,9.922,71.44,151.99
2026-01-15,170.93,622.0,107.46,29.41,1388.89,39.1,41.24,9.867,70.48,150.6
2026-01-16,165.4,617.5,106.76,28.9,1382.0,38.72,40.78,9.857,70.44,151.23
2026-01-20,162.39,601.0,104.46,28.38,1373.55,38.73,40.86,10.082,71.75,152.86
2026-01-21,168.67,602.5,105.92,29.07,1351.06,38.24,40.66,10.377,72.01,153.75
2026-01-22,177.18,597.5,106.02,30.0,1340.06,37.85,41.38,10.341,71.87,149.66
2026-01-23,173.23,595.0,106.38,29.84,1337.0,37.5,40.7,10.617,72.88,150.21
2026-01-26,171.37,599.5,106.86,29.78,1342.0,38.02,42.5,10.924,72.56,149.16
2026-01-27,172.72,607.0,106.91,29.5,1343.01,38.1,42.02,10.934,73.55,150.5
2026-01-28,175.66,621.0,102.81,29.23,1323.69,37.8,43.5,11.28,73.06,149.5
2026-01-29,174.25,622.0,102.7,29.07,1437.72,38.53,43.68,11.904,73.43,149.3
2026-01-30,169.56,606.0,101.05,28.48,1401.0,38.67,43.02,11.009,74.81,152.06
2026-02-02,168.39,598.5,103.45,28.53,1427.0,38.45,40.84,9.908,75.33,153.89
2026-02-03,163.65,581.0,103.32,28.04,1474.92,38.3,40.6,10.422,76.89,155.92
2026-02-04,159.14,558.0,102.13,27.55,1525.0,39.01,42.9,10.867,77.35,150.0
2026-02-05,157.76,558.5,101.52,27.32,1555.0,39.71,42.28,10.523,78.51,155.48
2026-02-06,162.51,547.5,105.23,28.07,1515.01,39.6,42.64,10.357,79.03,157.74
2026-02-09,163.0,560.0,105.57,28.01,1524.96,39.48,43.82,10.719,77.97,154.09
2026-02-10,166.51,551.0,105.43,28.35,1504.8,39.34,44.16,10.669,76.81,156.47
2026-02-11,164.32,548.0,104.57,28.27,1504.33,39.4,44.3,10.758,78.6,159.14
2026-02-12,158.73,535.5,100.22,27.52,1486.6,38.99,44.02,10.72,79.0,163.7
2026-02-13,155.73,532.0,100.28,27.14,1485.3,38.71,42.92,10.575,78.68,161.91
